source_id,source,latitude,longitude,event_date,spatial_block_id,landslide_label
neg_0,PSEUDO_NEGATIVE,27.497181227646493,94.36097518177537,,block_54_188,0
neg_1,PSEUDO_NEGATIVE,23.561648608507383,92.75033970817161,,block_47_185,0
neg_2,PSEUDO_NEGATIVE,26.839121727124375,93.12244991767024,,block_53_186,0
neg_3,PSEUDO_NEGATIVE,28.340957184240693,93.67502469484879,,block_56_187,0
neg_4,PSEUDO_NEGATIVE,28.034174876885288,94.8594787949219,,block_56_189,0
neg_5,PSEUDO_NEGATIVE,28.20347544832276,93.81408567222391,,block_56_187,0
neg_6,PSEUDO_NEGATIVE,28.448972442361907,93.42711016541357,,block_56_186,0
neg_7,PSEUDO_NEGATIVE,26.731201776409442,91.4294224823188,,block_53_182,0
neg_8,PSEUDO_NEGATIVE,26.82506892787411,93.72583145326969,,block_53_187,0
neg_9,PSEUDO_NEGATIVE,23.141858952590656,91.56688115252189,,block_46_183,0
neg_10,PSEUDO_NEGATIVE,26.132818052687313,94.43537395930483,,block_52_188,0
neg_11,PSEUDO_NEGATIVE,28.305674593442554,95.29439916853471,,block_56_190,0
neg_12,PSEUDO_NEGATIVE,26.166397819639947,90.4697711201156,,block_52_180,0
neg_13,PSEUDO_NEGATIVE,29.2801956698635,96.09132920100429,,block_58_192,0
neg_14,PSEUDO_NEGATIVE,27.08099880460197,93.04752110584268,,block_54_186,0
neg_15,PSEUDO_NEGATIVE,28.835971579020637,96.1828745564656,,block_57_192,0
neg_16,PSEUDO_NEGATIVE,24.16818041500961,94.00612525174046,,block_48_188,0
neg_17,PSEUDO_NEGATIVE,27.695082080571147,93.07016288312448,,block_55_186,0
neg_18,PSEUDO_NEGATIVE,27.817561237592244,92.98532451863467,,block_55_185,0
neg_19,PSEUDO_NEGATIVE,28.5782862714562,95.8176559759951,,block_57_191,0
neg_20,PSEUDO_NEGATIVE,22.550966235715876,92.56831035517617,,block_45_185,0
neg_21,PSEUDO_NEGATIVE,25.998650274723882,94.86135204944578,,block_51_189,0
neg_22,PSEUDO_NEGATIVE,25.22956063775023,92.86521290573455,,block_50_185,0
neg_23,PSEUDO_NEGATIVE,24.46945027232066,93.53010195349799,,block_48_187,0
neg_24,PSEUDO_NEGATIVE,27.440976455894862,94.32962674455703,,block_54_188,0
neg_25,PSEUDO_NEGATIVE,25.59087255342546,90.00922461247231,,block_51_180,0
neg_26,PSEUDO_NEGATIVE,26.020683530444483,95.0309702675632,,block_52_190,0
neg_27,PSEUDO_NEGATIVE,26.422266809020208,94.34699800387845,,block_52_188,0
neg_28,PSEUDO_NEGATIVE,26.418345566854153,93.82218619712177,,block_52_187,0
neg_29,PSEUDO_NEGATIVE,25.08610935655263,93.48651951933752,,block_50_186,0
neg_30,PSEUDO_NEGATIVE,23.71401323988043,91.7203869598378,,block_47_183,0
neg_31,PSEUDO_NEGATIVE,28.59456772001694,96.26514027935471,,block_57_192,0
neg_32,PSEUDO_NEGATIVE,28.236461655262534,94.6132752958213,,block_56_189,0
neg_33,PSEUDO_NEGATIVE,26.720208487526605,90.48144867532585,,block_53_180,0
neg_34,PSEUDO_NEGATIVE,26.742061667490486,90.46237946688288,,block_53_180,0
neg_35,PSEUDO_NEGATIVE,27.533354903444273,93.18579595858807,,block_55_186,0
neg_36,PSEUDO_NEGATIVE,28.242922151133726,93.47558992500407,,block_56_186,0
neg_37,PSEUDO_NEGATIVE,27.950529517149118,96.09060427080848,,block_55_192,0
neg_38,PSEUDO_NEGATIVE,27.828883438222963,96.31086619363948,,block_55_192,0
neg_39,PSEUDO_NEGATIVE,24.988468162724086,93.83421819541671,,block_49_187,0
neg_40,PSEUDO_NEGATIVE,28.061865071547018,96.28531232383526,,block_56_192,0
neg_41,PSEUDO_NEGATIVE,27.996987055922254,96.12220186672764,,block_55_192,0
neg_42,PSEUDO_NEGATIVE,28.528467550086283,96.07077656257515,,block_57_192,0
neg_43,PSEUDO_NEGATIVE,25.39830458355996,90.86879415298284,,block_50_181,0
neg_44,PSEUDO_NEGATIVE,26.77526121341797,91.75697681298458,,block_53_183,0
neg_45,PSEUDO_NEGATIVE,26.50718728512669,92.80737676089309,,block_53_185,0
neg_46,PSEUDO_NEGATIVE,25.99223517790522,94.76264199196154,,block_51_189,0
neg_47,PSEUDO_NEGATIVE,27.53882059158002,94.3039079416702,,block_55_188,0
neg_48,PSEUDO_NEGATIVE,29.04676389754939,94.36678868556369,,block_58_188,0
neg_49,PSEUDO_NEGATIVE,24.187219046698296,93.15060980347556,,block_48_186,0
neg_50,PSEUDO_NEGATIVE,25.16714993992274,93.45185694323942,,block_50_186,0
neg_51,PSEUDO_NEGATIVE,26.875762740143344,92.37088898832194,,block_53_184,0
neg_52,PSEUDO_NEGATIVE,26.710350503820045,91.15076960085213,,block_53_182,0
neg_53,PSEUDO_NEGATIVE,28.120018330478647,95.06069849288289,,block_56_190,0
neg_54,PSEUDO_NEGATIVE,23.76080333499546,92.46628163565677,,block_47_184,0
neg_55,PSEUDO_NEGATIVE,25.049751683582667,93.91979457893451,,block_50_187,0
neg_56,PSEUDO_NEGATIVE,25.65726648447932,90.29345373203732,,block_51_180,0
neg_57,PSEUDO_NEGATIVE,27.607330022300395,95.23843417259584,,block_55_190,0
neg_58,PSEUDO_NEGATIVE,28.67483703615932,93.75893183396057,,block_57_187,0
neg_59,PSEUDO_NEGATIVE,27.36648210569735,92.74491474934938,,block_54_185,0
neg_60,PSEUDO_NEGATIVE,28.212325689882753,93.14999633574179,,block_56_186,0
neg_61,PSEUDO_NEGATIVE,25.507525719855206,90.43640055557118,,block_51_180,0
neg_62,PSEUDO_NEGATIVE,27.720184000658456,92.90021824058303,,block_55_185,0
neg_63,PSEUDO_NEGATIVE,26.663288121061537,90.58121600102486,,block_53_181,0
neg_64,PSEUDO_NEGATIVE,24.997755209466057,93.1005447207368,,block_49_186,0
neg_65,PSEUDO_NEGATIVE,28.4111634455099,95.19658901550986,,block_56_190,0
neg_66,PSEUDO_NEGATIVE,26.050605553977178,93.67057433604768,,block_52_187,0
neg_67,PSEUDO_NEGATIVE,24.454584532107706,94.3839337192665,,block_48_188,0
neg_68,PSEUDO_NEGATIVE,24.894553948181755,93.30528464043287,,block_49_186,0
neg_69,PSEUDO_NEGATIVE,27.615274659016364,95.82008828045957,,block_55_191,0
neg_70,PSEUDO_NEGATIVE,26.84109510869905,95.34359066634242,,block_53_190,0
neg_71,PSEUDO_NEGATIVE,26.186168822668144,90.04886668452113,,block_52_180,0
neg_72,PSEUDO_NEGATIVE,27.215933781470746,95.20884212454867,,block_54_190,0
neg_73,PSEUDO_NEGATIVE,28.126688924764245,97.06837526652043,,block_56_194,0
neg_74,PSEUDO_NEGATIVE,27.33411175837596,88.71436689172477,,block_54_177,0
neg_75,PSEUDO_NEGATIVE,27.14866956109065,93.89607851864982,,block_54_187,0
neg_76,PSEUDO_NEGATIVE,28.36222861707485,93.64386917927834,,block_56_187,0
neg_77,PSEUDO_NEGATIVE,25.74530200154579,91.20757304369606,,block_51_182,0
neg_78,PSEUDO_NEGATIVE,28.35677476519679,95.72991063004655,,block_56_191,0
neg_79,PSEUDO_NEGATIVE,25.990114089006745,92.54487653650204,,block_51_185,0
neg_80,PSEUDO_NEGATIVE,25.43178434618456,93.7371180197669,,block_50_187,0
neg_81,PSEUDO_NEGATIVE,27.148630979793573,94.07148725756495,,block_54_188,0
neg_82,PSEUDO_NEGATIVE,26.31982244852599,92.44864859433953,,block_52_184,0
neg_83,PSEUDO_NEGATIVE,25.935006676707836,91.99973583942902,,block_51_183,0
neg_84,PSEUDO_NEGATIVE,25.95942667843424,90.57852647176271,,block_51_181,0
neg_85,PSEUDO_NEGATIVE,28.532669985988864,93.39620366448753,,block_57_186,0
neg_86,PSEUDO_NEGATIVE,25.467416781471876,92.1404067024785,,block_50_184,0
neg_87,PSEUDO_NEGATIVE,26.177580937842688,90.85605381131694,,block_52_181,0
neg_88,PSEUDO_NEGATIVE,27.709770184479076,93.69938592168386,,block_55_187,0
neg_89,PSEUDO_NEGATIVE,25.871551266989655,92.23483596995429,,block_51_184,0
neg_90,PSEUDO_NEGATIVE,26.619807640148327,93.73053057510423,,block_53_187,0
neg_91,PSEUDO_NEGATIVE,27.52467872168254,96.90734788305856,,block_55_193,0
neg_92,PSEUDO_NEGATIVE,26.41296508290868,90.73783731689166,,block_52_181,0
neg_93,PSEUDO_NEGATIVE,27.24270544151225,92.2678944682262,,block_54_184,0
neg_94,PSEUDO_NEGATIVE,27.887493002515157,93.87554526734368,,block_55_187,0
neg_95,PSEUDO_NEGATIVE,25.13105614239201,93.11888635987944,,block_50_186,0
neg_96,PSEUDO_NEGATIVE,27.592078687729135,93.35054626359947,,block_55_186,0
neg_97,PSEUDO_NEGATIVE,27.133952733211913,94.57749663877175,,block_54_189,0
neg_98,PSEUDO_NEGATIVE,28.25328546568698,93.40687162666735,,block_56_186,0
neg_99,PSEUDO_NEGATIVE,26.34850515211169,93.96697636286842,,block_52_187,0
neg_100,PSEUDO_NEGATIVE,28.08310186400859,93.17090812433476,,block_56_186,0
neg_101,PSEUDO_NEGATIVE,25.356676905373142,90.95646127739958,,block_50_181,0
neg_102,PSEUDO_NEGATIVE,23.325627314598407,91.40072597602575,,block_46_182,0
neg_103,PSEUDO_NEGATIVE,25.229682322550076,94.56355027374842,,block_50_189,0
neg_104,PSEUDO_NEGATIVE,26.527424669822935,90.24939614587991,,block_53_180,0
neg_105,PSEUDO_NEGATIVE,23.103674044919764,93.1778866658251,,block_46_186,0
neg_106,PSEUDO_NEGATIVE,27.34618527753761,92.78339694165341,,block_54_185,0
neg_107,PSEUDO_NEGATIVE,26.089614584291567,91.60570852452321,,block_52_183,0
neg_108,PSEUDO_NEGATIVE,28.582879539113218,96.12185318362873,,block_57_192,0
neg_109,PSEUDO_NEGATIVE,25.993212390549438,91.24416505191428,,block_51_182,0
neg_110,PSEUDO_NEGATIVE,26.094572369738163,93.10824259181153,,block_52_186,0
neg_111,PSEUDO_NEGATIVE,26.24566207908525,90.1954869929442,,block_52_180,0
neg_112,PSEUDO_NEGATIVE,27.794138010754367,88.41028461151464,,block_55_176,0
neg_113,PSEUDO_NEGATIVE,27.559759151895488,94.62914208163502,,block_55_189,0
neg_114,PSEUDO_NEGATIVE,26.944035104082463,95.71502698606982,,block_53_191,0
neg_115,PSEUDO_NEGATIVE,22.181349046226376,92.72153681124988,,block_44_185,0
neg_116,PSEUDO_NEGATIVE,25.897228259737467,92.29512390005787,,block_51_184,0
neg_117,PSEUDO_NEGATIVE,28.377794157900787,96.07781653118171,,block_56_192,0
neg_118,PSEUDO_NEGATIVE,27.36225243169467,95.13837700774302,,block_54_190,0
neg_119,PSEUDO_NEGATIVE,27.575424387208244,92.07933183607739,,block_55_184,0
neg_120,PSEUDO_NEGATIVE,28.518380949700898,93.82527746425171,,block_57_187,0
neg_121,PSEUDO_NEGATIVE,28.74919161935151,94.36954232557135,,block_57_188,0
neg_122,PSEUDO_NEGATIVE,24.52629874576742,93.52317402818836,,block_49_187,0
neg_123,PSEUDO_NEGATIVE,26.75593413793609,91.98850402153244,,block_53_183,0
